6.0,10.65,9.625
6.0,10.32,9.246
5.0,25.53943,5.272069999999999
1.0,31.56581,31.45948
1.0,24.98883,34.184940000000005
2.0,33.0772,32.23083
2.0,30.40962,27.355209999999996
1.0,33.94207,22.84623
0.0,8.17,28.639090000000003
6.0,10.36,10.63
6.0,10.87,7.894
5.0,35.98048,12.546339999999999
2.0,27.066440000000004,33.66087
2.0,31.212059999999997,27.437379999999997
1.0,34.87627,28.7173
6.0,11.27,7.755
5.0,29.90802,3.50065
1.0,26.65542,30.47506
2.0,28.5911,34.26853
0.0,7.55,32.99905
5.0,30.47,16.69
1.0,31.638790000000004,29.777859999999997
2.0,29.763270000000002,27.470570000000002
5.0,24.04381,12.60264
1.0,28.971020000000003,36.053340000000006
1.0,34.900729999999996,28.7825
6.0,12.83,9.504
1.0,24.58,25.64
0.0,10.84,30.6535
0.0,10.51,26.05142
5.0,32.42357,16.03128
2.0,30.763759999999998,34.14989
0.0,12.99,29.50928
1.0,23.099239999999998,29.19215
2.0,26.507479999999997,25.51606
6.0,6.452999999999999,14.0
1.0,30.2197,32.53476
4.0,32.71751,7.794289999999999
5.0,36.263729999999995,8.26344
0.0,10.41,29.08405
6.0,9.613999999999999,9.183
2.0,30.272479999999998,23.93386
1.0,31.72158,29.98064
0.0,10.83,30.566670000000002
5.0,24.524829999999998,6.49678
6.0,12.53,8.658999999999999
2.0,29.40571,27.61546
5.0,31.249290000000002,16.37882
2.0,32.53245,24.25761
4.0,31.64837,6.91246
1.0,33.847809999999996,27.08537
2.0,24.80185,29.839240000000004
5.0,23.67995,8.481110000000001
4.0,32.76318,7.851780000000001
0.0,9.1,30.292479999999998
4.0,31.28195,13.25678
4.0,31.517409999999998,13.153960000000001
5.0,32.00083,3.81561
0.0,10.32,29.554370000000002
5.0,31.76608,16.255470000000003
4.0,27.24813,7.83732
0.0,10.21,30.129579999999997
2.0,33.064859999999996,32.25412
6.0,6.197,11.18
1.0,26.975209999999997,31.188370000000003
0.0,11.35,29.77379
6.0,8.809,10.93
1.0,31.949559999999998,22.25339
4.0,30.10095,6.50146
2.0,33.320190000000004,31.655859999999997
2.0,29.468120000000003,27.58532
6.0,10.86,11.94
5.0,24.61469,13.63984
5.0,23.53933,9.286019999999999
6.0,8.561,10.96
4.0,29.734090000000002,6.51012
